id,pvm,suunta,lat,lng,r,g,b
0,2020-03-09 08:00:00,5809,60.1877796,24.7581436,250,0,0
1,2020-03-09 08:00:00,7527,60.2088853,24.7910985,250,0,0
2,2020-03-09 08:00:00,5213,60.2512498,24.8849425,250,0,0
3,2020-03-09 08:00:00,2010,60.1263685,24.4885039,250,128,0
4,2020-03-09 08:00:00,1619,60.6480993,25.3100725,250,250,0
5,2020-03-09 08:00:00,3839,60.2555056,24.5074702,250,128,0
6,2020-03-09 08:00:00,3867,60.2237568,24.9661267,250,128,0
7,2020-03-09 08:00:00,2346,60.3593343,25.5767997,250,128,0
8,2020-03-09 08:00:00,9695,60.2411679,24.9251123,250,0,0
9,2020-03-09 08:00:00,7600,60.2906574,24.9597444,250,0,0
10,2020-03-09 08:00:00,386,60.6886184,26.7411061,250,250,0
11,2020-03-09 08:00:00,1368,60.9441999,25.6746163,250,250,0
12,2020-03-09 08:00:00,2376,60.7310063,24.7266041,250,128,0
13,2019-03-11 08:00:00,5188,60.1877796,24.7581436,0,0,250
14,2019-03-11 08:00:00,7859,60.2088853,24.7910985,0,0,250
15,2019-03-11 08:00:00,5120,60.2512498,24.8849425,0,0,250
16,2019-03-11 08:00:00,1904,60.1263685,24.4885039,0,250,250
17,2019-03-11 08:00:00,1609,60.6480993,25.3100725,0,250,250
18,2019-03-11 08:00:00,2850,60.2555056,24.5074702,0,128,250
19,2019-03-11 08:00:00,3873,60.2237568,24.9661267,0,128,250
20,2019-03-11 08:00:00,2507,60.9434228,25.6531033,0,128,250
21,2019-03-11 08:00:00,8915,60.2411679,24.9251123,0,0,250
22,2019-03-11 08:00:00,7678,60.2906574,24.9597444,0,0,250
23,2019-03-11 08:00:00,409,60.6886184,26.7411061,0,250,250
24,2019-03-11 08:00:00,1389,60.9434228,25.6531033,0,250,250
25,2019-03-11 08:00:00,2234,60.7310063,24.7266041,0,128,250
